Game Id;Date Year;Date Month;Date Day;Arena;Attendance;Team Home;Team Away;Score Home;Score Away;Score Home P1;Score Home P2;Score Home P3;Score Home OT;Score Home SO;Score Away P1;Score Away P2;Score Away P3;Score Away OT;Score Away SO;Star 1;Star 2;Star 3;Shots Home;Shots Away;PIM Home;PIM Away;Hits Home;Hits Away;GA Home;GA Away;TA Home;TA Away;FOW Home;FOW Away;SOG Home P1;SOG Home P2;SOG Home P3;SOG Home OT;SOG Away P1;SOG Away P2;SOG Away P3;SOG Away OT;PPG Home;PPO Home;PPG Away;PPO Away;Type;SQ0 Home;SQ1 Home;SQ2 Home;SQ3 Home;SQ4 Home;SQ0 Away;SQ1 Away;SQ2 Away;SQ3 Away;SQ4 Away
2468;2024;9;22;Erie Insurance Arena;5766;98;96;5;3;3;0;2;0;0;0;2;1;0;0;3156;3011;3181;34;38;9;5;22;21;14;9;10;6;17;29;9;9;6;0;2;9;13;0;0;0;1;2;Regular Season;5;14;10;3;2;7;12;4;8;7
2469;2024;9;22;Sudbury Community Arena;3971;97;100;6;1;2;3;1;0;0;0;1;0;0;0;3335;3167;3044;54;42;11;9;34;12;5;6;7;14;27;26;18;12;8;0;8;8;7;0;1;3;0;3;Regular Season;6;14;16;13;5;10;13;6;9;4
2470;2024;9;22;Sleeman Centre;4715;99;101;4;3;0;3;1;0;0;1;1;1;0;0;3223;3400;3225;44;47;6;4;40;37;9;8;10;12;30;18;6;6;8;0;9;11;9;0;0;2;1;3;Regular Season;9;21;8;5;1;8;17;12;6;4
2471;2024;9;22;Colisée de Trois-Rivières;2109;92;90;4;7;1;1;2;0;0;4;2;1;0;0;3020;3184;3398;52;31;2;6;13;15;9;8;16;3;22;29;15;10;7;0;9;6;5;0;0;3;0;2;Regular Season;11;19;17;4;1;2;11;5;8;5
2472;2024;9;22;Leon's Centre;4064;89;94;1;3;0;0;1;0;0;0;2;1;0;0;2983;3129;3002;36;58;2;2;32;12;12;6;5;11;21;20;7;9;9;0;18;12;4;0;0;1;0;1;Regular Season;5;18;8;2;3;14;7;10;17;10
2473;2024;9;22;Toyota Center;3381;87;88;7;3;2;0;5;0;0;3;0;0;0;0;3143;3370;3310;52;52;9;9;27;21;10;9;10;11;35;24;9;8;10;0;11;16;4;0;0;2;0;2;Regular Season;8;20;18;3;3;14;14;6;9;9
2474;2024;9;22;Compuware Arena;2852;103;105;5;2;1;2;2;0;0;1;0;1;0;0;3342;3384;2994;49;54;10;8;32;34;12;9;12;10;24;26;9;9;11;0;8;12;11;0;1;4;0;5;Regular Season;9;14;16;7;3;14;15;9;9;7
2475;2024;9;22;Dow Event Center;3625;104;102;4;5;1;3;0;0;0;2;2;0;0;1;3504;3197;3308;56;81;13;12;33;20;18;11;8;5;20;31;10;17;9;1;17;18;13;4;0;2;1;4;Regular Season;9;22;16;6;6;15;26;11;17;14
2476;2024;9;23;TD Place Arena;5153;91;92;2;3;2;0;0;0;0;2;0;1;0;0;3425;3248;3258;56;57;4;9;26;28;6;11;15;9;21;21;13;11;12;0;7;14;14;0;0;3;0;2;Regular Season;5;32;9;7;3;8;19;11;11;8
2477;2024;9;23;Meridian Centre;3313;96;93;7;6;2;2;2;0;1;4;1;1;0;0;3011;3244;3108;51;67;11;7;29;32;9;17;7;5;22;37;5;7;7;1;21;18;10;5;0;1;2;3;Regular Season;21;19;6;5;3;3;24;14;18;11
2478;2024;9;23;Placeholder 19 Arena;1000;86;88;5;2;2;1;2;0;0;1;0;1;0;0;3133;3025;3395;66;42;11;17;29;19;10;11;11;9;20;30;13;18;12;0;10;15;4;0;1;1;1;3;Regular Season;6;37;17;6;0;8;12;9;7;6
2479;2024;9;23;Kitchener Memorial Auditorium Complex;3345;100;97;5;1;1;2;2;0;0;0;0;1;0;0;3377;3360;3220;48;59;8;10;23;28;8;12;13;7;25;26;10;10;12;0;8;14;12;0;0;5;0;4;Regular Season;7;22;9;6;4;8;23;10;12;6
2480;2024;9;23;Progressive Auto Sales Arena;4613;105;98;2;5;0;1;1;0;0;0;1;4;0;0;3045;3181;3029;58;54;15;13;46;22;15;9;8;12;24;27;13;18;10;0;4;14;17;0;0;4;1;5;Regular Season;6;12;26;7;7;8;19;9;12;6
2481;2024;9;23;Detroit Metal Mouldings Arena;2635;101;99;4;2;2;2;0;0;0;0;1;1;0;0;3279;3177;3400;64;31;2;4;34;30;10;8;6;8;17;14;14;18;15;0;7;4;5;0;1;2;0;1;Regular Season;4;26;14;13;7;11;5;4;9;2
2482;2024;9;23;J.D. McArthur Arena;3113;102;103;2;3;1;0;1;0;0;3;0;0;0;0;3402;3183;3419;41;54;13;11;25;16;16;8;10;11;24;27;10;7;5;0;10;14;12;0;0;3;0;4;Regular Season;9;14;13;5;0;7;17;7;15;8
2483;2024;9;23;Dow Event Center;3908;104;95;4;0;1;2;1;0;0;0;0;0;0;0;3272;3053;3449;66;42;10;2;33;17;12;5;13;8;19;22;18;9;14;0;13;13;2;0;0;1;0;5;Regular Season;8;27;14;13;4;7;15;7;6;7
2484;2024;9;24;Toyota Center;3856;87;94;3;1;0;1;2;0;0;0;1;0;0;0;3072;3386;3299;34;64;14;6;26;19;12;4;8;16;22;21;9;10;3;0;11;16;19;0;0;3;1;7;Regular Season;3;20;8;1;2;8;21;10;16;9
2485;2024;9;24;CAA Arena;3257;88;89;2;5;0;1;1;0;0;1;1;3;0;0;3391;3192;3110;43;52;6;0;23;24;3;8;8;11;26;28;3;10;9;0;7;13;14;0;0;1;0;3;Regular Season;12;11;13;4;3;9;16;11;10;6
2486;2024;9;28;TD Place Arena;5298;91;93;3;5;1;2;0;0;0;1;2;2;0;0;3218;3180;3500;56;60;4;4;27;16;9;17;17;4;21;25;13;18;10;0;14;7;13;0;0;2;1;2;Regular Season;7;24;13;8;4;11;18;17;7;7
2487;2024;9;28;Tribute Communities Centre;3155;90;92;5;3;2;1;2;0;0;1;2;0;0;0;3285;3058;3398;57;46;4;2;29;25;10;7;14;14;17;18;9;15;9;0;10;9;6;0;0;1;0;2;Regular Season;13;22;12;8;2;8;17;9;8;4
2488;2024;9;28;Progressive Auto Sales Arena;4868;105;104;5;4;2;2;1;0;0;2;1;1;0;0;3468;3176;3054;59;46;13;23;36;29;9;19;8;7;26;28;10;12;13;0;7;12;9;0;0;4;0;4;Regular Season;13;15;18;9;4;4;13;10;12;7
2489;2024;9;29;Placeholder 19 Arena;1000;86;100;6;3;1;2;3;0;0;1;0;2;0;0;3025;3240;3442;46;47;8;8;45;36;15;5;11;12;15;31;7;12;7;0;12;7;16;0;1;4;1;4;Regular Season;14;11;7;6;8;4;19;12;10;2
2490;2024;9;29;Sleeman Centre;4715;99;96;6;5;2;2;1;0;1;1;2;2;0;0;3311;3441;3458;43;48;7;15;22;26;17;7;8;14;27;28;7;12;7;0;9;10;8;7;2;5;0;1;Regular Season;9;15;14;5;3;9;13;13;9;7
2491;2024;9;29;Sudbury Community Arena;4167;97;104;2;4;0;0;2;0;0;3;0;1;0;0;3237;3095;3404;47;59;16;12;20;20;10;11;10;13;31;20;8;11;16;0;15;11;5;0;0;1;0;3;Regular Season;5;20;14;6;2;11;17;16;8;7
2492;2024;9;29;Erie Insurance Arena;5330;98;101;3;4;2;1;0;0;0;1;3;0;0;0;3344;3216;3071;52;67;24;14;32;28;7;7;6;6;16;28;9;10;12;0;13;20;10;0;0;2;0;2;Regular Season;10;21;15;2;4;5;24;14;14;10
2493;2024;9;29;Toyota Center;3581;87;92;6;0;0;4;2;0;0;0;0;0;0;0;3147;2985;3021;50;55;16;15;27;26;8;7;7;9;30;27;12;13;6;0;11;18;11;0;3;5;0;4;Regular Season;8;23;10;6;3;8;16;13;10;8
2494;2024;9;29;CAA Arena;3257;88;94;4;6;1;1;2;0;0;3;1;2;0;0;3002;3493;3418;42;46;11;8;26;16;13;6;10;6;22;30;5;7;8;0;9;11;4;0;2;4;1;4;Regular Season;14;22;5;0;1;7;17;10;9;3
2495;2024;9;29;Paramount Fine Foods Centre;3360;95;90;5;7;3;1;1;0;0;1;3;3;0;0;3285;3413;3230;59;55;9;11;15;20;8;10;8;17;32;24;10;13;11;0;9;18;8;0;2;3;1;2;Regular Season;10;25;14;5;5;11;15;8;15;6
2496;2024;9;29;Compuware Arena;2853;103;102;3;4;1;1;1;0;0;1;3;0;0;0;3504;3170;2984;67;46;4;2;41;23;12;10;8;4;16;31;16;18;13;0;7;16;5;0;0;1;0;2;Regular Season;8;29;15;11;4;10;13;13;3;7
2497;2024;9;30;TD Place Arena;4542;91;95;4;1;3;1;0;0;0;0;1;0;0;0;3401;3263;3038;49;44;2;6;20;24;4;11;11;5;15;17;12;8;15;0;8;11;2;0;0;3;0;1;Regular Season;5;18;18;5;3;11;18;5;6;4
2498;2024;9;30;Peterborough Memorial Centre;2451;93;99;6;1;1;2;3;0;0;0;1;0;0;0;3244;3074;3096;66;58;7;9;29;18;17;5;10;11;30;24;14;14;16;0;10;14;4;0;1;2;0;1;Regular Season;8;27;19;7;5;16;15;12;7;8
2499;2024;9;30;Placeholder 19 Arena;1000;86;105;1;6;0;1;0;0;0;2;4;0;0;0;3262;3089;3282;44;58;10;6;34;38;11;8;7;7;27;14;7;13;6;0;20;13;3;0;0;3;0;5;Regular Season;6;17;14;4;3;13;10;8;20;7
2500;2024;9;30;J.D. McArthur Arena;3075;102;96;3;4;1;1;1;0;0;1;2;1;0;0;3011;3125;3441;50;43;19;11;15;11;13;6;10;7;20;19;10;11;11;0;6;9;5;0;2;3;1;2;Regular Season;6;24;15;3;2;13;11;10;5;4
2501;2024;9;30;Kitchener Memorial Auditorium Complex;2999;100;98;5;2;1;1;3;0;0;1;0;1;0;0;3364;3220;3317;59;61;13;14;43;28;14;6;6;5;22;26;7;15;12;0;11;10;10;0;2;3;1;5;Regular Season;12;17;17;8;5;10;25;14;8;4
2502;2024;9;30;Detroit Metal Mouldings Arena;3027;101;103;4;3;1;3;0;0;0;2;1;0;0;0;3400;3373;3279;61;68;8;6;35;18;6;14;8;11;32;26;9;13;14;0;18;13;9;0;0;3;2;4;Regular Season;7;31;17;3;3;13;23;12;11;9
2503;2024;9;30;Leon's Centre;4036;89;92;5;4;0;2;2;1;0;2;1;1;0;0;3403;3425;3110;58;55;2;6;29;12;17;5;14;11;33;24;13;13;10;4;7;13;10;0;2;3;0;1;Regular Season;8;28;10;8;4;11;17;7;11;9
2504;2024;10;1;CAA Arena;3257;88;91;4;3;1;3;0;0;0;2;1;0;0;0;3140;3367;3332;50;47;7;13;18;27;10;8;13;11;21;25;10;15;6;0;12;9;10;0;0;4;0;1;Regular Season;10;18;15;5;2;5;19;7;11;5
2505;2024;10;1;CAA Centre;4170;94;93;5;1;3;1;1;0;0;0;0;1;0;0;2983;3104;3019;46;60;10;12;13;24;4;7;11;14;23;18;8;8;6;0;12;18;11;0;0;6;0;5;Regular Season;9;17;10;7;3;9;18;14;10;9
2506;2024;10;1;Erie Insurance Arena;5821;98;97;3;5;2;0;1;0;0;0;2;3;0;0;3355;3420;3095;50;49;6;4;22;25;9;12;8;10;19;23;13;7;7;0;8;18;12;0;1;2;1;3;Regular Season;14;15;14;4;3;4;15;9;10;11
2507;2024;10;1;Toyota Center;3463;87;89;4;5;1;1;2;0;0;2;0;2;0;1;3040;3021;3403;56;64;6;6;28;40;14;14;12;16;34;35;11;10;5;8;14;26;10;0;2;3;1;3;Regular Season;15;20;15;8;1;6;22;14;16;8
2508;2024;10;1;Compuware Arena;2591;103;104;5;6;1;0;4;0;0;1;2;3;0;0;3118;3373;3371;52;75;11;21;23;21;17;12;13;5;31;35;11;13;9;0;18;14;21;0;0;3;1;3;Regular Season;5;24;12;9;2;8;25;18;15;9
2509;2024;10;4;Placeholder 19 Arena;1000;86;103;4;2;1;1;2;0;0;1;0;1;0;0;3107;3113;3083;54;48;4;4;26;45;14;9;12;12;28;25;9;9;11;0;7;7;16;0;0;2;0;2;Regular Season;11;24;11;4;4;7;15;11;11;4
2510;2024;10;4;Detroit Metal Mouldings Arena;2704;101;98;5;2;4;1;0;0;0;1;0;1;0;0;3112;3491;3279;63;38;4;6;39;17;15;11;9;5;33;14;21;14;9;0;6;7;3;0;0;3;0;2;Regular Season;8;25;12;11;7;11;10;5;5;7
2511;2024;10;4;Kitchener Memorial Auditorium Complex;3136;100;99;5;6;4;0;1;0;0;1;3;2;0;0;3041;3055;2988;45;51;8;6;32;25;12;4;6;6;19;30;13;10;7;0;4;11;14;0;1;3;1;4;Regular Season;7;21;12;3;2;9;16;8;15;3
2512;2024;10;5;Tribute Communities Centre;3344;90;95;1;6;0;0;1;0;0;1;3;2;0;0;3387;5085;3085;41;48;11;5;20;16;7;14;9;8;18;21;8;6;8;0;6;16;4;0;0;0;2;3;Regular Season;5;22;9;3;2;13;13;8;8;6
2513;2024;10;6;Sleeman Centre;4715;99;91;6;0;2;3;1;0;0;0;0;0;0;0;3311;3049;3341;77;56;6;8;23;18;4;6;3;1;36;30;14;18;9;0;4;10;7;0;1;4;0;3;Regular Season;8;38;18;10;3;15;28;9;3;1
2514;2024;10;6;Peterborough Memorial Centre;2555;93;105;5;3;2;1;2;0;0;1;1;1;0;0;3096;3079;3153;51;62;8;6;18;26;4;2;5;4;35;32;5;6;10;0;11;10;12;0;2;3;0;4;Regular Season;12;17;10;7;5;7;32;12;8;3
2515;2024;10;6;Leon's Centre;4410;89;86;2;6;0;1;1;0;0;2;2;2;0;0;3395;3133;3346;54;65;21;11;24;17;2;1;6;2;32;29;7;11;15;0;9;9;11;0;0;3;3;3;Regular Season;9;19;17;8;1;15;29;10;7;4
2516;2024;10;6;Meridian Centre;3533;96;92;4;3;0;2;2;0;0;1;0;2;0;0;3015;3258;3441;63;57;16;10;33;24;3;8;6;4;34;17;5;23;8;0;6;13;10;0;3;5;1;3;Regular Season;13;23;13;12;2;10;21;14;8;4
2517;2024;10;6;Sudbury Community Arena;4195;97;90;6;2;2;2;2;0;0;1;1;0;0;0;3335;3103;3234;63;53;8;10;20;19;8;9;5;3;40;27;8;10;17;0;10;10;12;0;2;5;0;4;Regular Season;9;29;15;8;2;7;22;14;7;3
2518;2024;10;6;Dow Event Center;3547;104;98;9;1;2;3;4;0;0;0;1;0;0;0;3053;3257;3437;73;50;11;35;18;11;9;5;1;9;39;36;11;20;15;0;5;12;7;0;1;5;1;3;Regular Season;7;37;14;13;2;12;19;14;5;0
2519;2024;10;6;CAA Centre;3832;94;100;6;4;1;4;1;0;0;3;1;0;0;0;3057;3364;3115;68;46;4;8;19;16;4;6;2;2;26;32;7;15;20;0;7;7;2;0;2;4;1;2;Regular Season;2;35;14;14;3;8;25;3;7;3
2520;2024;10;6;Toyota Center;3393;87;95;6;5;2;1;2;1;0;4;0;1;0;0;3143;3017;2990;67;53;13;15;22;32;5;5;2;6;34;39;13;13;6;2;22;5;6;0;1;5;0;4;Regular Season;10;24;18;11;4;8;25;11;8;1
2521;2024;10;6;Compuware Arena;2866;103;88;2;3;1;0;1;0;0;2;1;0;0;0;3301;3135;3210;50;51;8;6;17;14;3;3;5;1;29;33;11;9;11;0;11;12;4;0;0;3;1;4;Regular Season;6;18;17;9;0;5;27;7;9;3
2522;2024;10;7;TD Place Arena;4705;91;93;2;1;0;0;1;0;1;1;0;0;0;0;3038;3244;3130;58;51;10;6;28;21;2;6;7;6;21;31;9;10;8;3;5;5;4;0;0;3;1;5;Regular Season;10;26;14;9;3;22;20;8;5;0
2523;2024;10;7;Toyota Center;3360;87;86;2;6;0;2;0;0;0;1;3;2;0;0;3395;3133;3266;70;66;8;6;6;28;2;3;3;5;35;35;24;9;6;0;12;13;13;0;0;3;3;4;Regular Season;11;30;14;12;3;6;37;12;9;2
2524;2024;10;7;Meridian Centre;3080;96;105;1;3;1;0;0;0;0;1;0;2;0;0;3262;3470;3148;55;64;12;10;14;25;1;4;7;7;30;27;13;9;12;0;19;9;9;0;0;5;1;6;Regular Season;4;20;17;11;3;8;28;14;10;4
2525;2024;10;7;Sleeman Centre;4715;99;97;2;4;0;1;1;0;0;1;2;1;0;0;3335;3277;3323;79;59;12;10;19;16;3;2;2;3;29;42;12;7;19;0;15;18;5;0;0;5;2;6;Regular Season;11;31;21;11;5;4;33;13;7;2
2526;2024;10;7;J.D. McArthur Arena;3241;102;98;4;3;2;1;1;0;0;1;2;0;0;0;3409;3278;2989;57;61;17;25;23;17;7;4;3;4;31;28;8;12;8;0;16;12;9;0;0;5;1;6;Regular Season;5;22;13;11;6;12;30;11;6;2
2527;2024;10;7;Detroit Metal Mouldings Arena;2899;101;88;6;5;1;3;2;0;0;1;2;2;0;0;3400;3325;3033;60;50;10;10;30;15;6;5;6;5;29;28;9;8;15;0;10;6;13;0;0;5;0;5;Regular Season;8;27;13;11;1;6;17;15;10;2
2528;2024;10;7;CAA Centre;3811;94;92;4;5;2;1;1;0;0;2;1;2;0;0;3250;2983;2993;68;75;10;4;11;22;4;9;3;3;29;48;19;10;9;0;10;17;10;0;2;2;1;5;Regular Season;6;37;13;9;3;10;31;13;17;4
2529;2024;10;7;Kitchener Memorial Auditorium Complex;3537;100;90;3;2;2;0;1;0;0;1;1;0;0;0;3132;3358;3501;55;67;8;17;17;14;8;2;5;4;34;30;11;6;7;0;8;14;15;0;2;3;0;4;Regular Season;7;30;6;10;2;5;33;11;9;9
2530;2024;10;8;Compuware Arena;2752;103;101;4;5;1;1;2;0;0;4;1;0;0;0;3259;3373;3033;61;66;12;8;27;13;7;5;3;5;36;34;5;4;12;0;17;17;7;0;1;4;1;6;Regular Season;15;24;15;4;3;9;28;13;10;6
2531;2024;10;8;J.D. McArthur Arena;3105;102;104;3;2;1;2;0;0;0;1;1;0;0;0;3036;3237;3125;52;51;22;6;16;13;12;5;3;6;30;24;10;11;4;0;10;9;12;0;0;3;2;6;Regular Season;8;22;9;8;5;5;23;12;8;3
2532;2024;10;8;Leon's Centre;4068;89;95;2;5;1;1;0;0;0;1;3;1;0;0;3387;3017;3166;49;55;6;6;12;15;7;3;1;10;17;22;8;3;7;0;15;12;6;0;0;3;0;3;Regular Season;9;23;8;8;1;4;23;12;13;3
2533;2024;10;9;Colisée de Trois-Rivières;2290;92;100;3;1;2;1;0;0;0;0;1;0;0;0;3345;3364;3058;47;59;12;4;22;17;4;4;6;5;31;27;8;11;9;0;5;5;16;0;0;2;0;6;Regular Season;5;21;8;11;2;16;21;14;5;3
2534;2024;10;9;Progressive Auto Sales Arena;4247;105;88;1;3;0;0;1;0;0;3;0;0;0;0;3174;3050;3161;47;46;4;8;33;13;8;2;6;5;31;24;7;7;11;0;13;2;8;0;0;4;0;2;Regular Season;3;22;7;12;3;10;15;12;8;1
2535;2024;10;11;Paramount Fine Foods Centre;3115;95;104;1;3;0;1;0;0;0;1;2;0;0;0;3237;3413;3404;65;43;23;25;22;16;9;7;7;9;26;34;7;16;7;0;5;4;14;0;1;5;1;4;Regular Season;7;34;14;9;1;7;19;9;4;4
2536;2024;10;12;TD Place Arena;5064;91;100;5;2;2;2;1;0;0;1;1;0;0;0;3455;3248;3038;63;45;6;20;29;7;6;4;4;5;39;26;11;11;13;0;7;4;5;0;1;5;0;3;Regular Season;0;35;12;13;3;11;22;5;6;1
2537;2024;10;12;Meridian Centre;3467;96;87;4;3;1;2;1;0;0;1;2;0;0;0;3009;3021;3343;73;44;8;18;23;15;2;7;7;5;42;26;17;10;17;0;5;11;3;0;2;9;0;4;Regular Season;5;45;8;13;2;9;13;13;6;3
2538;2024;10;12;Colisée de Trois-Rivières;2247;92;103;3;7;1;1;1;0;0;1;3;3;0;0;2994;3466;3402;66;72;4;2;19;20;1;1;4;4;38;34;8;9;15;0;5;23;12;0;0;1;1;2;Regular Season;15;30;13;5;3;9;30;15;15;3
2539;2024;10;12;CAA Centre;3876;94;89;3;2;1;2;0;0;0;1;1;0;0;0;3231;3403;2983;53;45;6;8;19;28;3;10;5;2;21;22;15;10;5;0;8;5;8;0;0;4;0;3;Regular Season;7;22;11;8;5;8;20;8;8;1
2540;2024;10;12;Tribute Communities Centre;4039;90;88;4;5;0;1;3;0;0;1;1;3;0;0;3325;3465;3249;67;51;10;8;13;14;8;7;6;7;27;35;5;14;13;0;8;10;7;0;1;4;3;5;Regular Season;10;29;15;12;1;8;20;16;5;2
2541;2024;10;13;Peterborough Memorial Centre;2604;93;89;4;5;2;1;1;0;0;1;1;2;0;1;3127;3153;3129;75;71;16;8;21;18;4;1;4;3;54;29;17;18;9;2;6;10;16;0;1;4;1;3;Regular Season;8;39;16;11;4;19;24;16;11;3
2542;2024;10;13;Placeholder 19 Arena;1000;86;92;7;6;1;3;3;0;0;2;1;3;0;0;3107;3046;3106;70;72;14;8;25;16;7;4;7;3;26;39;12;15;14;0;14;8;18;0;1;4;1;2;Regular Season;7;29;18;14;2;10;35;18;8;1
2543;2024;10;13;Sudbury Community Arena;4133;97;105;5;4;4;0;1;0;0;2;1;1;0;0;3280;3424;3335;58;55;10;16;15;33;4;3;2;6;27;35;11;10;12;0;9;8;11;0;1;3;2;5;Regular Season;10;23;11;8;6;8;29;5;9;4
2544;2024;10;13;Erie Insurance Arena;5614;98;94;6;4;2;1;3;0;0;1;0;3;0;0;3045;3185;3393;68;52;12;22;29;15;6;4;9;8;39;34;14;10;16;0;7;8;8;0;1;6;2;6;Regular Season;7;28;17;12;4;8;23;13;8;0
2545;2024;10;13;Dow Event Center;4130;104;101;3;2;0;0;3;0;0;1;1;0;0;0;3189;3259;3034;62;63;8;16;13;11;11;0;1;4;24;28;8;3;18;0;15;15;10;0;0;3;1;4;Regular Season;17;27;11;6;1;2;30;20;9;2
2546;2024;10;13;Sleeman Centre;4715;99;102;1;2;0;1;0;0;0;1;1;0;0;0;3168;3426;3162;50;50;10;12;26;14;6;4;8;5;21;35;11;7;7;0;13;6;16;0;0;6;1;5;Regular Season;9;27;7;5;2;1;29;14;6;0
2547;2024;10;13;CAA Arena;3257;88;90;4;1;0;3;1;0;0;0;1;0;0;0;3214;3022;3293;65;72;15;11;20;17;3;8;6;6;25;29;4;16;12;0;12;10;17;0;1;3;0;5;Regular Season;13;25;16;8;3;4;39;18;9;2
2548;2024;10;13;Paramount Fine Foods Centre;3304;95;103;7;3;3;2;2;0;0;1;1;1;0;0;3413;3357;3265;69;47;10;20;16;21;5;3;7;2;23;35;17;12;10;0;7;11;9;0;3;5;2;5;Regular Season;13;27;10;14;5;5;20;9;10;3
2549;2024;10;14;Peterborough Memorial Centre;2491;93;102;4;2;0;1;3;0;0;1;0;1;0;0;3411;3036;3243;80;59;12;12;13;24;4;4;5;5;39;36;17;9;27;0;11;6;12;0;1;6;1;6;Regular Season;8;38;16;10;8;7;28;13;9;2
2550;2024;10;14;Placeholder 19 Arena;1000;86;87;5;4;2;2;1;0;0;0;2;2;0;0;3025;3075;3001;76;74;12;14;22;14;3;7;11;4;24;58;15;13;9;0;5;19;14;0;2;7;0;6;Regular Season;13;32;16;12;3;13;34;15;9;3
2551;2024;10;14;Detroit Metal Mouldings Arena;2944;101;96;2;5;1;1;0;0;0;2;2;1;0;0;3164;3288;3077;39;71;14;10;23;13;5;5;4;6;27;30;8;5;6;0;14;12;8;0;0;5;0;7;Regular Season;5;19;8;5;2;13;35;9;10;4
2552;2024;10;14;Sudbury Community Arena;4397;97;98;3;5;1;2;0;0;0;2;1;2;0;0;3372;3280;3219;49;65;24;8;14;18;3;0;5;6;33;24;5;7;10;0;15;12;12;0;0;4;3;7;Regular Season;7;26;6;8;2;6;27;17;12;3
2553;2024;10;14;Kitchener Memorial Auditorium Complex;3135;100;105;7;4;2;1;4;0;0;2;0;2;0;0;3132;3124;3501;64;56;8;6;27;18;4;8;7;7;25;36;17;8;17;0;8;9;10;0;2;3;2;4;Regular Season;4;32;12;11;5;7;21;15;11;2
2554;2024;10;15;Leon's Centre;4329;89;91;0;4;0;0;0;0;0;3;1;0;0;0;3008;3275;3401;55;65;6;14;17;20;7;3;3;5;30;33;9;8;5;0;12;16;13;0;0;7;2;3;Regular Season;10;30;10;4;1;7;30;11;11;6
2555;2024;10;15;Sleeman Centre;4715;99;96;2;3;0;1;1;0;0;2;0;1;0;0;3011;3311;3015;55;62;10;8;20;9;7;12;4;5;41;25;4;9;9;0;12;8;12;0;1;4;1;5;Regular Season;9;18;12;14;2;14;23;13;9;3
2556;2024;10;15;Erie Insurance Arena;5809;98;97;3;5;1;1;1;0;0;2;3;0;0;0;3234;3286;3098;52;58;22;10;25;15;3;2;4;3;31;47;10;3;10;0;10;19;7;0;1;5;1;6;Regular Season;12;20;16;3;1;8;27;11;8;4
2557;2024;10;15;Colisée de Trois-Rivières;2307;92;95;6;5;1;3;2;0;0;2;1;2;0;0;3425;3131;3250;52;55;10;6;31;18;8;5;4;2;34;35;8;12;6;0;11;6;11;0;1;3;1;5;Regular Season;9;24;10;8;1;7;29;10;6;3
2558;2024;10;15;CAA Centre;3801;94;87;3;2;0;1;2;0;0;1;1;0;0;0;3115;3087;3418;76;43;12;14;25;27;3;5;4;4;35;32;17;10;16;0;6;11;7;0;1;2;0;6;Regular Season;9;37;15;10;5;9;17;11;4;2
2559;2024;10;15;Dow Event Center;3680;104;103;5;2;2;1;2;0;0;1;1;0;0;0;3437;3353;3261;61;52;13;6;16;24;4;2;7;7;29;28;12;5;13;0;7;9;13;0;1;3;0;5;Regular Season;17;21;12;6;5;5;21;11;9;6
2560;2024;10;15;CAA Arena;3257;88;102;5;4;1;1;2;0;1;1;2;1;0;0;3210;2989;3149;59;66;4;30;27;24;4;4;5;7;38;33;18;5;8;8;7;15;8;1;0;5;0;2;Regular Season;5;35;7;10;5;17;33;11;5;3
2561;2024;10;18;Compuware Arena;2721;103;101;4;7;0;3;1;0;0;1;0;6;0;0;2992;3405;3400;69;73;20;10;10;19;3;0;5;4;33;30;11;7;11;0;15;10;21;0;1;5;2;5;Regular Season;15;31;10;10;3;5;35;14;16;3
2562;2024;10;18;Dow Event Center;3853;104;102;4;5;1;1;2;0;0;1;1;2;1;0;3036;3257;3122;67;63;16;14;29;25;7;2;5;2;33;45;9;7;11;0;12;16;11;1;1;7;3;8;Regular Season;12;23;20;8;4;4;29;12;15;3
2563;2024;10;19;TD Place Arena;5106;91;96;2;3;1;1;0;0;0;1;0;1;0;1;3114;3008;2991;65;54;12;24;30;11;10;3;3;7;31;32;16;8;10;4;13;6;17;1;1;7;2;6;Regular Season;12;33;9;13;1;9;21;9;13;5
2564;2024;10;19;Colisée de Trois-Rivières;2185;92;89;5;2;2;2;1;0;0;1;1;0;0;0;3144;3345;2980;63;63;10;44;23;20;4;4;8;4;32;32;8;15;12;0;21;2;12;0;2;11;1;5;Regular Season;10;26;14;10;3;11;33;7;6;6
2565;2024;10;19;CAA Centre;3916;94;88;3;1;1;1;1;0;0;1;0;0;0;0;3105;3174;3115;80;45;6;22;18;16;3;10;7;6;21;32;14;13;11;0;4;6;2;0;1;6;0;3;Regular Season;11;35;24;10;0;15;10;12;6;2
2566;2024;10;19;Tribute Communities Centre;3724;90;87;6;7;4;0;2;0;0;4;1;2;0;0;3021;3398;2990;53;63;6;6;20;14;6;2;5;5;32;36;9;7;10;0;10;11;8;0;2;3;1;3;Regular Season;12;21;6;8;6;12;29;9;6;7
2567;2024;10;19;Progressive Auto Sales Arena;4535;105;100;8;1;5;1;2;0;0;0;0;1;0;0;3284;3148;3315;68;51;4;10;30;7;3;5;7;6;29;29;19;9;12;0;6;10;9;0;3;5;0;2;Regular Season;6;26;16;17;3;11;24;9;3;4
2568;2024;10;20;Peterborough Memorial Centre;2623;93;91;7;3;3;3;1;0;0;1;1;1;0;0;3096;3276;3153;73;58;11;11;22;15;3;4;4;6;34;25;13;12;19;0;12;10;5;0;3;3;0;3;Regular Season;7;29;20;12;5;12;18;12;13;3
